"Probe_Set_ID"	"AT_number"	"Description"	"CO2_pvalue"	"Dev_pvalue"	"CO2byDev_pvalue"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"	"Kmeans_cluster"	"mapman_bin"
"245180_at"	"At5g12410"	"not assigned.no ontology"	0.3817	9.999e-05	0.2117	2.39744784197697	-12.8879161502236	1.20010537857967	7	"35.1"
"245181_at"	"At5g12420"	"mitochondrial electron transport / ATP synthesis.F1-ATPase"	0.3974	9.999e-05	0.008	-19.2026928489362	-3.81763818200565	59.8673688316755	7	"9.9"
"245182_at"	"At5g12430"	"protein.folding"	0.2593	0.036	0.6321	10.1455415141846	6.96736649570668	-0.397146084020993	4	"29.6"
"245183_at"	"At5g12440"	"RNA.regulation of transcription.unclassified"	0.934	0.0366	0.7358	4.28625056803588	-5.32482999731069	2.59636401212146	5	"27.3.99"
"245187_s_at"	"At1g67680"	"protein.targeting.secretory pathway.unspecified"	0.4573	9.999e-05	0.4539	5.4395487976971	-3.20781057018736	4.59540863006059	7	"29.3.4.99"
"245188_at"	"At1g67660"	"not assigned.unknown"	0.0205	9.999e-05	0.0364	9.51307878503943	-30.6716779453132	-22.1749604784563	5	"35.2"
"245190_at"	"At1g67690"	"protein.degradation"	0.8463	9.999e-05	0.616	3.79317412783224	-12.7706176714595	5.25217608596059	7	"29.5"
"245195_at"	"At1g67740"	"PS.lightreaction.photosystem II.PSII polypeptide subunits"	0.3356	9.999e-05	0.3474	4.4096730303547	-6.61875151649152	-10.059297689597	4	"1.1.1.2"
"245196_at"	"At1g67750"	"cell wall.degradation.pectate lyases and polygalacturonases"	0.0041	9.999e-05	0.2006	-23.6555015983962	-17.981008031024	-49.3399826004754	5	"10.6.3"
"245197_at"	"At1g67800"	"protein.degradation.ubiquitin.E3.RING"	0.1314	9.999e-05	0.8336	11.2503624630779	9.03871616079902	22.0912332227816	4	"29.5.11.4.2"
"245198_at"	"At1g67700"	"protein.degradation"	0.8057	9.999e-05	0.2658	12.5949428500881	-5.89971425276066	-9.69323848462647	4	"29.5"
"245199_at"	"At1g67730"	"secondary metabolism.wax"	0.0012	9.999e-05	0.5094	-12.261677814108	-14.8699245878728	-6.99469589238336	7	"16.7"
"245200_at"	"At1g67850"	"not assigned.unknown"	0.004	0.0011	0.0209	-6.03730024512133	44.4369339118552	38.9658116010073	6	"35.2"
"245201_at"	"At1g67840"	"signalling.receptor kinases.misc"	7e-04	9.999e-05	0.0321	-10.3098886273214	-4.78908563978814	-25.8644654002379	4	"30.2.99"
"245202_at"	"At1g67720"	"signalling.receptor kinases.misc"	0.0604	1e-04	0.1854	21.750825007911	0.576975897823242	5.48445257754682	4	"30.2.99"
"245206_at"	"At5g12290"	"not assigned.no ontology"	0.6804	9.999e-05	0.5786	6.71399284377269	-8.02029408142266	-5.79089051324374	7	"35.1"
"245210_at"	"At5g12350"	"cell.division"	0.5319	0.1324	0.0495	17.3808640941604	3.6175791655883	-10.6358725862477	2	"31.2"
"245211_at"	"At5g12370"	"cell.vesicle transport"	0.0209	9.999e-05	0.0097	3.12781307635525	-5.15353075368852	-10.3631655311703	4	"31.4"
"245213_at"	"At1g44575"	"PS.lightreaction.photosystem II.PSII polypeptide subunits"	0.1125	9.999e-05	0.6943	-3.08219785566405	-7.24870506792637	-11.5385905359056	4	"1.1.1.2"
"245215_at"	"At1g67830"	"cell wall.degradation.mannan-xylose-arabinose-fucose"	0.0702	9.999e-05	0.4894	-6.37088490211773	-10.3151757740984	-24.1253404054198	7	"10.6.2"
"245216_at"	"At4g16143"	"protein.targeting.nucleus"	0.6481	0.0023	0.6973	0.679272183692095	-1.33350155448465	4.96775675157927	4	"29.3.1"
"245218_s_at"	"At1g58842"	"stress.biotic.PR-proteins"	0.2957	9.999e-05	0.7074	5.58233593480833	17.7858491835532	1.50883810423648	4	"20.1.7"
"245219_at"	"At1g59124"	"stress.biotic.PR-proteins"	0.1444	9.999e-05	0.9778	5.9045126037566	4.53347449287756	6.52462260715456	4	"20.1.7"
"245227_s_at"	"At3g30140"	"signalling.G-proteins"	0.8746	0.011	0.6848	5.0841222658678	-12.0785497612447	3.74942488901105	7	"30.5"
"245229_at"	"At4g25620"	"not assigned.no ontology.hydroxyproline rich proteins"	0.6168	9.999e-05	0.8959	5.42156845788282	-0.21415485234095	2.18102508178845	4	"35.1.41"
"245231_at"	"At4g25600"	"not assigned.unknown"	0.2307	0.0018	0.4481	0.0173489556548303	-8.805242362918	-28.646232379305	7	"35.2"
"245235_at"	"At4g25550"	"not assigned.unknown"	0.6498	9.999e-05	0.018	13.0532238099118	-8.86683752955967	0.738828492134782	7	"35.2"
"245238_at"	"At4g25570"	"redox.ascorbate and glutathione"	0.5429	9.999e-05	0.0098	-4.28830744556251	15.7570393503495	-5.43940555925951	4	"21.2"
"245242_at"	"At1g44446"	"tetrapyrrole synthesis.chlorophyll b synthase"	0.232	9.999e-05	0.0664	5.56452754319558	-0.394122453653436	-22.6214834432902	4	"19.16"
"245244_at"	"At1g44350"	"hormone metabolism.auxin.synthesis-degradation"	0.0789	9.999e-05	0.8978	21.6688588721224	13.4806770188308	27.6478555691764	4	"17.2.1"
"245248_at"	"At4g15415"	"protein.postranslational modification"	0.0221	0.0379	0.9929	8.62682151512291	9.358844444843	9.65190781056323	5	"29.4"
"245249_at"	"At4g16760"	"lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH"	0.516	2e-04	0.2203	-2.85236596370539	-1.46694871695837	12.6807022557012	3	"11.9.4.2"
"245253_at"	"At4g15440"	"misc.cytochrome P450"	0.4689	9.999e-05	0.9655	9.42016719185395	4.53347379641736	4.77249504117329	4	"26.10"
"245254_at"	"At4g14680"	"S-assimilation.APS"	0.049	9.999e-05	0.2731	23.59884890769	-2.17587660560787	22.5054519880114	4	"14.1"
"245255_at"	"At4g14110"	"signalling.light.COP9 signalosome"	0.1358	9.999e-05	0.0616	-2.78645476568729	0.327711400057109	40.6220183869354	7	"30.11.1"
"245256_at"	"At4g15090"	"signalling.light"	0.3838	9.999e-05	0.2514	-5.70313285728654	-14.4464667135037	7.46567291948337	7	"30.11"
"245260_at"	"At4g16360"	"signalling.in sugar and nutrient physiology"	0.2682	9.999e-05	6e-04	-9.42545490104404	-7.41603398300975	11.4669729745339	4	"30.1.1"
"245261_at"	"At4g14385"	"not assigned.unknown"	0.6199	1e-04	0.8092	-1.09394776681199	6.41339278600285	1.66333228417863	7	"35.2"
"245263_at"	"At4g17740"	"protein.degradation.serine protease"	0.1079	9.999e-05	0.1338	3.98650328715076	-8.41329546822257	-12.7871601721402	5	"29.5.5"
"245264_at"	"At4g17245"	"protein.degradation.ubiquitin.E3.RING"	0.8837	8e-04	0.3602	10.6307052305751	-10.2743430327964	-1.80302114250118	4	"29.5.11.4.2"
"245265_at"	"At4g14400"	"cell.organisation"	0.1222	9.999e-05	0.3519	8.99561654278635	5.05370193429224	51.4152622301863	4	"31.1"
"245266_at"	"At4g17070"	"not assigned.unknown"	3e-04	9.999e-05	0.3821	14.4391770328591	31.6447013640537	17.3313735490702	4	"35.2"
"245268_at"	"At4g16570"	"misc.O-methyl transferases"	0.9351	3e-04	0.2218	-5.52709579527056	26.9479216559438	-14.7564197204154	7	"26.6"
"245269_at"	"At4g14500"	"not assigned.no ontology"	0.93	1e-04	0.6525	-2.98377890128088	3.5007992024313	0.330502244426464	4	"35.1"
"245270_at"	"At4g14960"	"cell.organisation"	0.0264	9.999e-05	0.7131	-5.25510947748662	-6.06934297034142	-10.4238295591861	7	"31.1"
"245273_at"	"At4g14950"	"not assigned.unknown"	0.4712	0.0041	0.7062	-1.12753985682858	3.45414734987952	7.83015241451958	7	"35.2"
"245277_at"	"At4g15550"	"misc.UDP glucosyl and glucoronyl transferases"	0.9024	1e-04	0.7235	-6.61533987418303	-2.50605198522785	14.5843136283712	4	"26.2"
"245278_at"	"At4g17730"	"cell.vesicle transport"	0.92	9.999e-05	0.7746	-1.3947389150692	5.19593418098839	-2.30001019630709	4	"31.4"
"245279_at"	"At4g17270"	"not assigned.no ontology"	0.203	0.0317	0.2099	-4.25585810821558	8.05877983954626	13.5804952705528	6	"35.1"
"245280_at"	"At4g16845"	"RNA.regulation of transcription.Polycomb Group (PcG)"	0.5874	9.999e-05	0.8752	3.98671131251004	3.36073788836727	-0.581929978148334	7	"27.3.65"
"245281_at"	"At4g15560"	"secondary metabolism.isoprenoids.non-mevalonate pathway.DXS"	0.0931	9.999e-05	0.106	-0.219751791885971	-1.28905636250722	-14.6848457459709	4	"16.1.1.1"
"245282_at"	"At4g14990"	"not assigned.unknown"	0.5607	9.999e-05	0.7423	-7.01871367641081	2.64053500721447	-4.37697770265157	4	"35.2"
"245283_at"	"At4g13980"	"RNA.regulation of transcription.HSF,Heat-shock transcription factor family"	0.2128	0.0019	0.6771	-7.03445704431626	-2.35220561521499	-15.8747642325556	4	"27.3.23"
"245284_at"	"At4g14210"	"secondary metabolism.isoprenoids.carotenoids.phytoene dehydrogenase"	0.197	9.999e-05	0.033	11.3821528159223	-11.0607532561521	-14.7714176825069	4	"16.1.4.2"
"245285_s_at"	"At4g14040"	"metal handling"	0.3956	0.0047	0.9576	8.81115195493388	7.16040147500091	3.64396041790378	4	"15"
"245286_at"	"At4g14880"	"amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL"	0.8626	9.999e-05	0.8866	-0.321081782794196	-0.618560111997378	2.49277900250501	4	"13.1.5.3.1"
"245287_at"	"At4g14910"	"amino acid metabolism.synthesis.histidine.imidazoleglycerol-phosphate dehydratase"	0.1063	9.999e-05	0.0152	8.62717104003634	-9.03116435786788	-13.7120205283149	4	"13.1.7.5"
"245288_at"	"At4g16420"	"RNA.regulation of transcription.Histone acetyltransferases"	0.8779	4e-04	0.9947	0.203286004849344	1.21477507985857	0.449456082275076	3	"27.3.54"
"245289_at"	"At4g15470"	"not assigned.no ontology"	0.2035	9.999e-05	0.0826	-6.93952684254906	16.4380968362142	7.39337083463267	4	"35.1"
"245290_at"	"At4g16490"	"not assigned.no ontology.armadillo/beta-catenin repeat family protein"	0.2874	9.999e-05	0.2821	-15.4104742284836	7.52332375438397	-9.38715975972898	4	"35.1.3"
"245291_at"	"At4g16155"	"lipid metabolism.FA synthesis and FA elongation.pyruvate DH"	0.0254	0.0021	0.2839	-1.39472243724514	-24.6353526076244	-22.4642009284321	5	"11.1.31"
"245292_at"	"At4g15093"	"not assigned.no ontology"	0.6455	0.0044	0.1182	-6.68752266956838	-12.315657168774	13.8116654574296	3	"35.1"
"245293_at"	"At4g16660"	"stress.abiotic.heat"	0.0179	0.0083	0.1632	-0.287196706773977	30.1677171929784	39.7678953448829	6	"20.2.1"
"245294_at"	"At4g14340"	"protein.postranslational modification"	0.5963	9.999e-05	0.834	-5.36735637056202	-2.77025847690006	0.909406208240251	4	"29.4"
"245295_at"	"At4g16100"	"not assigned.unknown"	0.0751	0.0125	0.5884	2.46634000004189	12.3600171996099	14.5843605348562	6	"35.2"
"245296_at"	"At4g16370"	"transport.peptides and oligopeptides"	0.8622	9.999e-05	0.5426	14.0910235975057	3.40745207756146	-10.877472934016	4	"34.13"
"245297_at"	"At4g16510"	"protein.aa activation.proline-tRNA ligase"	0.267	0.0172	0.4047	3.81108296216354	-11.3410790244101	-8.5395176639032	1	"29.1.15"
"245301_at"	"At4g17190"	"secondary metabolism.isoprenoids.mevalonate pathway.farnesyl pyrophosphate synthetase"	0.0221	9.999e-05	0.1971	-0.590573430788945	-17.6657814395687	-9.69288374519448	7	"16.1.2.9"
"245302_at"	"At4g17695"	"RNA.regulation of transcription.G2-like transcription factor family, GARP"	0.2934	2e-04	0.0548	-13.1630569571539	32.8086786928891	6.86812906647086	3	"27.3.20"
"245303_at"	"At4g17010"	"not assigned.unknown"	0.1933	9.999e-05	0.3389	4.28642919468254	-0.483439219696011	22.3192667328977	7	"35.2"
"245304_at"	"At4g15630"	"not assigned.no ontology"	0.6879	0.0139	0.2594	-4.28826241610969	-6.78716769161996	7.24809433692968	3	"35.1"
"245307_at"	"At4g16770"	"hormone metabolism.gibberelin.synthesis-degradation"	0.3826	9.999e-05	0.8557	-8.29955677726267	-0.596376484636663	-6.22031881478941	4	"17.6.1"
"245309_at"	"At4g15140"	"not assigned.unknown"	0.8903	9.999e-05	0.8303	-4.40150740994683	-5.15408494181711	6.32692420080648	7	"35.2"
"245310_at"	"At4g13950"	"signalling.misc"	0.1799	9.999e-05	0.2767	-11.8747263252543	3.68807815121233	-7.18375077323326	7	"30.8"
"245311_at"	"At4g14320"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L36A"	0.1374	9.999e-05	0.1928	-0.0169327706838196	-15.5204753049226	-1.11899896156305	7	"29.2.1.2.2.536"
"245312_at"	"At4g14600"	"not assigned.unknown"	0.7425	0.0161	0.0816	-10.6282849480051	-20.5312784831251	29.1701868184309	7	"35.2"
"245313_at"	"At4g15420"	"RNA.processing"	0.6035	9.999e-05	0.0428	-7.37957154138497	-0.1014597749112	13.7343900305904	4	"27.1"
"245315_at"	"At4g14800"	"protein.degradation.ubiquitin.proteasom"	0.1997	4e-04	0.4995	1.20875342408184	-8.289228502948	-10.8472647291917	7	"29.5.11.20"
"245316_at"	"At4g14000"	"not assigned.unknown"	0.0232	9.999e-05	0.0348	1.58624750773681	-16.0526739178425	-4.03700122867444	7	"35.2"
"245318_at"	"At4g16985"	"cell wall.cell wall proteins.AGPs"	0.6207	9.999e-05	0.0274	18.7397549670512	-4.61697476567215	-18.660628282839	4	"10.5.1"
"245319_at"	"At4g16146"	"not assigned.unknown"	0.215	0.0045	0.3659	-3.42598900094704	-0.663412662668849	-21.5800984643908	4	"35.2"
"245320_at"	"At4g16444"	"not assigned.unknown"	0.9082	0.014	0.0759	-11.2762332481467	-3.46922393103433	14.8950940560344	3	"35.2"
"245321_at"	"At4g15545"	"not assigned.unknown"	0.2297	9.999e-05	0.5714	-3.31151563440313	-1.99916356587564	-13.5219339060577	4	"35.2"
"245323_at"	"At4g16500"	"protein.degradation.cysteine protease"	0.243	9.999e-05	0.0948	-5.47938084227091	7.25726671020938	9.63357822828629	7	"29.5.3"
"245324_at"	"At4g17260"	"fermentation.LDH"	0.566	9.999e-05	0.0643	-7.06545171821802	-0.258866857036106	15.0124928306315	7	"5.1"
"245326_at"	"At4g14100"	"not assigned.unknown"	0.322	0.0012	0.6475	1.20871755760476	-7.91599273959035	-6.15675288718331	4	"35.2"
"245327_at"	"At4g16850"	"not assigned.unknown"	0.8534	0.0048	0.1519	-13.6900470228948	-1.99966200952582	14.3709282740649	7	"35.2"
"245329_at"	"At4g14365"	"cell.organisation"	0.001	9.999e-05	0.6874	171.587724133078	150.199736624714	81.1644724134423	4	"31.1"
"245330_at"	"At4g14930"	"misc.acid and other phosphatases"	0.3143	9.999e-05	0.2994	-2.09306943915694	2.64045773215179	-13.3464250606049	7	"26.13"
"245331_at"	"At4g14410"	"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family"	0.1357	9.999e-05	0.5215	-1.01019037508038	-7.14405475972055	-12.8461806022083	4	"27.3.6"
"245332_at"	"At4g15940"	"amino acid metabolism.degradation.aromatic aa.tyrosine"	0.4344	9.999e-05	0.3373	13.8981037918453	-6.7030473619209	6.77720037644748	4	"13.2.6.2"
"245333_at"	"At4g14615"	"not assigned.unknown"	0.0019	9.999e-05	0.0676	0.628146633102573	14.5618131316902	14.7202432835914	3	"35.2"
"245334_at"	"At4g15800"	"signalling.misc"	0.1008	9.999e-05	0.044	-4.30443970584796	19.14901076178	3.50367198213316	4	"30.8"
"245336_at"	"At4g16515"	"not assigned.unknown"	0.0097	9.999e-05	0.1448	-15.1245100089117	-6.55554391293264	-35.8184781475577	5	"35.2"
"245337_at"	"At4g16566"	"nucleotide metabolism"	0.6622	9.999e-05	0.4131	-4.11025620212497	0.7129346940265	9.57815075776843	4	"23"
"245338_at"	"At4g16442"	"not assigned.no ontology"	0.0043	9.999e-05	0.1409	-2.42396033492299	-15.2146365655232	-19.8763264738511	7	"35.1"
"245339_at"	"At4g16120"	"metal handling"	0.2607	9.999e-05	0.1958	-10.5675652125696	-23.2281097977252	10.7902221018418	7	"15"
"245340_at"	"At4g14420"	"not assigned.no ontology"	0.1242	9.999e-05	0.1236	-3.04938229865134	5.57643107695139	20.9810091478375	7	"35.1"
"245341_at"	"At4g16447"	"not assigned.unknown"	0.2292	3e-04	0.2474	1.56893607989498	-17.7772117229437	-1.20292252873831	3	"35.2"
"245342_at"	"At4g16720"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L15"	0.0722	9.999e-05	0.01	1.62062699003275	-20.405763351385	2.84028561366984	7	"29.2.1.2.2.15"
"245344_at"	"At4g15475"	"protein.degradation.ubiquitin.E3.SCF.FBOX"	0.5415	6e-04	0.2645	-11.9045547894691	3.73470341778402	1.01202597119215	4	"29.5.11.4.3.2"
"245346_at"	"At4g17090"	"major CHO metabolism.degradation.starch.starch cleavage"	0.0643	9.999e-05	0.8089	8.33346085616315	14.4067959802921	6.20060714151549	4	"2.2.2.1"
"245347_at"	"At4g14890"	"misc. other Ferredoxins and Rieske domain"	0.8743	9.999e-05	0.8843	3.53000817890805	1.32870571169603	-2.3164887000178	4	"26.30"
"245349_at"	"At4g16690"	"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	0.3452	9.999e-05	0.6137	-15.8677236341027	0.124195202728581	-4.31255319268857	4	"26.8"
"245350_at"	"At4g16830"	"RNA.RNA binding"	0.1502	0.0148	0.1424	-2.35784539140619	1.87894964261923	-11.3887412201144	4	"27.4"
"245351_at"	"At4g17640"	"protein.postranslational modification"	0.6128	9.999e-05	0.2611	-0.388472109755902	-7.79125959700589	4.17145422487102	3	"29.4"
"245352_at"	"At4g15490"	"misc.UDP glucosyl and glucoronyl transferases"	0.2351	9.999e-05	0.3819	5.09256246746485	-32.9486296293067	-10.8318398391398	4	"26.2"
"245354_at"	"At4g17600"	"RNA.regulation of transcription.HSF,Heat-shock transcription factor family"	0.5686	1e-04	0.699	3.77553659692324	-7.03923679287816	-7.05753997106307	4	"27.3.23"
"245355_at"	"At4g17390"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L15"	0.0249	9.999e-05	0.0595	-1.66139238024798	-23.1239830990324	-2.84400016041977	7	"29.2.1.2.2.15"
"245356_at"	"At4g13940"	"amino acid metabolism.degradation.aspartate family.methionine"	0.3354	9.999e-05	0.5515	-3.4096538338684	-5.00365175940285	1.28584310944983	7	"13.2.3.4"
"245357_at"	"At4g17560"	"protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L19"	0.0351	9.999e-05	0.3799	-1.89406102334918	-17.7029094966586	-17.2163986763772	5	"29.2.1.1.1.2.19"
"245358_at"	"At4g15900"	"signalling.in sugar and nutrient physiology"	0.014	9.999e-05	0.0686	1.41450389666758	-9.66525296814137	-14.2215812821477	7	"30.1.1"
"245359_at"	"At4g14430"	"lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase"	0.0248	0.0045	0.2757	5.65390405211983	5.74338168847332	22.0089197069239	3	"11.9.4.3"
"245360_at"	"At4g16330"	"secondary metabolism.flavonoids.dihydroflavonols"	0.0604	9.999e-05	0.2811	-0.960271749149094	21.9503700342898	13.2542972566208	4	"16.8.3"
"245361_at"	"At4g17790"	"not assigned.unknown"	0.1123	6e-04	0.0927	-2.2919039661519	1.85590338389127	-15.5039909277271	3	"35.2"
"245362_at"	"At4g17460"	"RNA.regulation of transcription.HB,Homeobox transcription factor family"	0.1318	9.999e-05	0.7552	-22.1554175555661	-13.1625194666424	-7.57529255116617	5	"27.3.22"
"245364_at"	"At4g15790"	"not assigned.unknown"	0.4119	9.999e-05	0.1753	9.51318518582824	-10.3148564314183	16.9944270725235	7	"35.2"
"245365_at"	"At4g17720"	"RNA.RNA binding"	0.054	6e-04	0.3594	2.34546760052054	14.149039905623	27.3677026320052	3	"27.4"
"245366_at"	"At4g14965"	"redox.ascorbate and glutathione"	0.2014	0.0392	0.698	6.98526343682223	0.463547744585464	4.61306922741129	7	"21.2"
"245367_at"	"At4g16265"	"RNA.transcription"	0.6086	9.999e-05	0.0026	9.1984947901902	-18.919913230823	19.9007946311378	7	"27.2"
"245368_at"	"At4g15510"	"PS.lightreaction.photosystem II.PSII polypeptide subunits"	0.2222	0.0203	0.2952	8.48021729339306	-18.6812504203639	-17.8166215996684	4	"1.1.1.2"
"245370_at"	"At4g16840"	"not assigned.unknown"	0.5042	9.999e-05	0.3062	-8.70232456901659	16.7280422299199	6.83174461072058	3	"35.2"
"245372_at"	"At4g15000"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L27"	0.8204	9.999e-05	0.0164	5.68961023420046	-18.0364429292662	12.300003012304	7	"29.2.1.2.2.27"
"245373_s_at"	"At4g14716"	"metal handling.regulation"	0.0048	9.999e-05	0.0289	-1.76118680883438	12.5124854988514	16.9152815116123	4	"15.3"
"245374_at"	"At4g17620"	"not assigned.no ontology.glycine rich proteins"	0.4564	0.0162	0.3824	13.9366392223697	3.36071649731405	-4.24777957122358	7	"35.1.40"
"245383_at"	"At4g17810"	"RNA.regulation of transcription.C2H2 zinc finger family"	0.0971	0.0072	0.0015	44.2247495534239	-25.3632304130043	-42.3672621983448	4	"27.3.11"
"245384_at"	"At4g16790"	"cell wall.cell wall proteins.HRGP"	0.8299	9.999e-05	0.1908	-29.018756512678	24.8457967017882	4.13658349616089	4	"10.5.4"
"245386_at"	"At4g14010"	"signalling.misc"	0.0526	9.999e-05	0.0132	-5.81451734656844	8.13249173838063	-28.8029458908137	5	"30.8"
"245387_at"	"At4g17520"	"RNA.RNA binding"	0.4101	9.999e-05	0.0512	4.0569336793005	-17.1440005984806	5.05662166478633	7	"27.4"
"245388_at"	"At4g16410"	"not assigned.unknown"	0.2529	9.999e-05	0.4768	1.99969882706101	-7.03923580858814	-9.14138808454944	4	"35.2"
"245390_at"	"At4g17650"	"not assigned.no ontology"	0.4806	0.001	0.1891	5.79714594652321	-6.57704987296875	8.58091580341184	4	"35.1"
"245391_at"	"At4g16520"	"protein.degradation.autophagy"	0.2781	9.999e-05	0.0493	-8.56300515617607	20.5008221874069	4.10096740427631	4	"29.5.2"
"245394_at"	"At4g16450"	"not assigned.unknown"	0.8335	9.999e-05	0.1455	1.20876535699955	-8.20649016772343	5.77011901784711	5	"35.2"
"245395_at"	"At4g17420"	"not assigned.unknown"	0.0267	0.0271	0.0963	-0.758898841419578	11.9045632414896	30.6638382033942	3	"35.2"
"245396_at"	"At4g14870"	"not assigned.unknown"	0.2134	0.0021	0.3197	3.45992770525467	-7.915964808256	-14.7714303763404	5	"35.2"
"245398_at"	"At4g14900"	"cell wall.cell wall proteins.HRGP"	0.2669	1e-04	0.7073	-10.1275555820469	-10.3758649137113	0.0430118571492842	7	"10.5.4"
"245399_at"	"At4g17340"	"transport.Major Intrinsic Proteins.TIP"	0.5713	9.999e-05	0.0033	-20.719938850582	10.4498826723496	24.3014396053262	4	"34.19.2"
"245400_at"	"At4g17040"	"protein.degradation.serine protease"	0.6836	9.999e-05	0.0234	8.00399868631054	-1.37807513750714	-8.83338213900747	5	"29.5.5"
"245401_at"	"At4g17670"	"development.unspecified"	0.0143	9.999e-05	0.0906	-2.53949039853726	59.4761454903498	28.5367524968549	4	"33.99"
"245404_at"	"At4g17610"	"RNA.processing"	0.7926	9.999e-05	0.1313	8.33355361652941	-13.6122731901216	11.2596091612068	7	"27.1"
"245405_at"	"At4g17150"	"not assigned.unknown"	0.9934	6e-04	0.0148	7.54784195592664	-16.5624115678634	11.3352264563506	7	"35.2"
"245407_at"	"At4g17170"	"signalling.G-proteins"	0.3335	9.999e-05	0.3947	-1.64472254085889	10.2507081307002	1.73251352463215	4	"30.5"
"245408_at"	"At4g17180"	"not assigned.no ontology"	0.2351	9.999e-05	0.5107	1.96537438436107	-11.2813181782082	-8.35363297492664	7	"35.1"
"245413_at"	"At4g17300"	"protein.aa activation.asparagine-tRNA ligase"	0.5451	9.999e-05	0.0762	21.4424752243163	-14.9851296873687	-14.9731297898697	5	"29.1.22"
