"Probe_Set_ID"	"Transcript_ID_Array_Design_"	"Variance_Residual"	"SumVariance"	"SampleVariance"	"RSquare"	"F_T3_co2"	"F_T3_dev"	"F_T3_co2_dev"	"PrF_T3_co2"	"PrF_T3_dev"	"PrF_T3_co2_dev"	"Lsmean_co2_A"	"Lsmean_co2_E"	"Lsmean_dev_expanding"	"Lsmean_dev_fullexpand"	"Lsmean_dev_primordia"	"LinearLsmean_A_expanding"	"linearLsmean_A_fullexpand"	"linearLsmean_A_primordia"	"linearLsmean_E_expanding"	"linearLsmean_E_fullexpand"	"linearLsmean_E_primordia"	"percentage_A_PvX"	"percentage_A_PvE"	"percentage_A_EvX"	"percentage_E_PvX"	"percentage_E_PvE"	"percentage_E_EvX"	"neglog10pvalue_A_expanding_E_expanding"	"neglog10pvalue_A_fullexpand_E_fullexpand"	"neglog10pvalue_A_primordia_E_primordia"	"Cluster"	"Lsmean_A_expanding"	"Lsmean_A_fullexpand"	"Lsmean_A_primordia"	"Lsmean_E_expanding"	"Lsmean_E_fullexpand"	"Lsmean_E_primordia"	"BINCODE"	"NAME"	"BINCODE2"	"NAME2"	"BINCODE3"	"NAME3"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"
"245358_at"	"At4g15900"	0.009531	0.009531	0.107793	0.932633	7.6105	103.877	3.1833	0.014	9.999e-05	0.0686	0.527873	0.411974	0.369059	0.177551	0.863159	1.358847	1.221123	1.806287	1.227511	1.04746	1.831837	-24.7713	-32.396	-10.1354	-32.9902	-42.8191	-14.668	1.073457	2.25895	0.111885	7	0.442383	0.288208	0.853027	0.295736	0.066895	0.873291	"30.1.1"	"signalling.in sugar and nutrient physiology"	NA	NA	NA	NA	1.41450389666758	-9.66525296814137	-14.2215812821477
"245359_at"	"At4g14430"	0.019527	0.019527	0.038125	0.609768	6.1367	7.71109	1.39803	0.0248	0.0045	0.2757	0.527656	0.676622	0.440999	0.628967	0.73645	1.320163	1.400046	1.62088	1.395985	1.708181	1.712523	-18.5527	-13.6243	6.050983	-18.4837	-0.25351	22.3639	0.309569	1.985245	0.362774	3	0.400716	0.485474	0.696777	0.481283	0.772461	0.776123	"11.9.4.3"	"lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase"	"13.2.6.3"	"amino acid metabolism.degradation.aromatic aa.tryptophan"	NA	NA	5.65390405211983	5.74338168847332	22.0089197069239
"245367_at"	"At4g16265"	0.016351	0.016351	0.324984	0.961666	0.2728	191.316	8.79539	0.6086	9.999e-05	0.0026	-0.39728	-0.36854	-0.45044	-0.97223	0.273926	0.812731	0.465499	1.157048	0.658963	0.558137	1.263479	-29.7582	-59.7684	-42.7241	-47.8453	-55.8254	-15.3008	1.979483	1.977551	0.746148	7	-0.29915	-1.10315	0.210449	-0.60173	-0.84131	0.337402	"27.2"	"RNA.transcription"	NA	NA	NA	NA	9.1984947901902	-18.919913230823	19.9007946311378
"245372_at"	"At4g15000"	0.017812	0.017812	0.798351	0.983001	0.05324	457.229	5.37645	0.8204	9.999e-05	0.0164	3.594387	3.581136	3.475993	2.638489	4.648804	12.29045	5.875901	24.40132	10.07369	6.598637	25.78966	-49.632	-75.9197	-52.1913	-60.939	-74.4136	-34.4963	1.742904	1.021394	0.387163	7	3.619466	2.55481	4.608887	3.33252	2.722168	4.688721	"29.2.1.2.2.27"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L27"	NA	NA	NA	NA	5.68961023420046	-18.0364429292662	12.300003012304
"245373_s_at"	"At4g14716"	0.007676	0.007676	0.367035	0.984066	10.696	484.537	4.45692	0.0048	9.999e-05	0.0289	2.62694	2.750244	2.737712	3.344788	1.983276	6.288295	9.39606	3.989185	7.075117	10.98543	3.918928	57.63359	135.5384	49.42142	80.53706	180.3173	55.26859	1.519508	2.656056	0.164613	4	2.652669	3.232056	1.996094	2.822754	3.45752	1.970459	"15.3"	"metal handling.regulation"	NA	NA	NA	NA	-1.76118680883438	12.5124854988514	16.9152815116123
"245383_at"	"At4g17810"	0.091673	0.091673	0.228894	0.694853	3.10489	6.81987	10.0476	0.0971	0.0072	0.0015	-0.78522	-1.01481	-0.63908	-0.83978	-1.22119	0.743261	0.735981	0.357162	0.554746	0.424166	0.515116	108.1019	106.0636	-0.97944	7.693412	-17.6563	-23.5388	0.97013	2.724058	1.597541	4	-0.42806	-0.44226	-1.48535	-0.8501	-1.2373	-0.95703	"27.3.11"	"RNA.regulation of transcription.C2H2 zinc finger family"	NA	NA	NA	NA	44.2247495534239	-25.3632304130043	-42.3672621983448
"245386_at"	"At4g14010"	0.029457	0.029457	0.163449	0.862689	4.38052	41.5299	5.74464	0.0526	9.999e-05	0.0132	-0.27714	-0.43172	-0.2229	-0.79742	-0.04297	0.823991	0.681899	1.000169	0.891002	0.485492	0.942014	-17.6149	-31.8216	-17.2443	-5.41522	-48.4623	-45.5116	0.36383	3.021433	0.312799	5	-0.2793	-0.55237	0.000244	-0.1665	-1.04248	-0.08618	"30.8"	"signalling.misc"	NA	NA	NA	NA	-5.81451734656844	8.13249173838063	-28.8029458908137
"245391_at"	"At4g16520"	0.018637	0.018637	0.566349	0.974928	1.26059	307.098	3.65552	0.2781	9.999e-05	0.0493	2.574422	2.640381	2.668701	3.421204	1.7323	5.792475	10.49923	3.474668	6.97998	10.9298	3.177132	66.70588	202.1651	81.25641	119.6944	244.0146	56.58782	1.55067	0.254556	0.699773	4	2.53418	3.392212	1.796875	2.803223	3.450195	1.667725	"29.5.2"	"protein.degradation.autophagy"	NA	NA	NA	NA	-8.56300515617607	20.5008221874069	4.10096740427631
"245395_at"	"At4g17420"	0.02909	0.02909	0.050863	0.564245	5.95111	4.55761	2.71882	0.0267	0.0271	0.0963	-0.35046	-0.17141	-0.41886	-0.21759	-0.14636	0.707107	0.752352	0.906972	0.791285	0.983052	0.900089	-22.0365	-17.0479	6.398661	-12.0881	9.217194	24.23486	0.583362	2.253055	0.032196	3	-0.5	-0.41052	-0.14087	-0.33773	-0.02466	-0.15186	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-0.758898841419578	11.9045632414896	30.6638382033942
"245399_at"	"At4g17340"	0.026852	0.026852	3.074838	0.993346	0.33407	1185.92	8.31957	0.5713	9.999e-05	0.0033	0.90488	0.945638	1.118245	2.818176	-1.16064	2.065583	6.325831	0.502376	2.281434	7.863099	0.398284	311.1626	1159.182	206.2492	472.8157	1874.243	244.656	0.523242	1.809711	1.972962	4	1.046549	2.661255	-0.99316	1.189941	2.975098	-1.32813	"34.19.2"	"transport.Major Intrinsic Proteins.TIP"	NA	NA	NA	NA	-20.719938850582	10.4498826723496	24.3014396053262
"245400_at"	"At4g17040"	0.006249	0.006249	0.021404	0.777556	0.17227	23.0928	4.79015	0.6836	9.999e-05	0.0234	3.76865	3.75453	3.829508	3.604309	3.850952	14.31562	12.73759	13.88456	14.11834	11.61243	14.99588	3.10455	-8.26075	-11.0231	-5.85183	-22.5625	-17.7493	0.118934	1.527497	1.191858	5	3.839518	3.671021	3.79541	3.819499	3.537598	3.906494	"29.5.5"	"protein.degradation.serine protease"	NA	NA	NA	NA	8.00399868631054	-1.37807513750714	-8.83338213900747
"245401_at"	"At4g17670"	0.079283	0.079283	0.355621	0.83014	7.54386	33.1367	2.80058	0.0143	9.999e-05	0.0906	-0.37808	-0.04527	0.303141	-0.06195	-0.87622	0.977027	0.844963	0.551843	1.558125	1.086088	0.537829	77.04793	53.11653	-13.5169	189.7063	101.9392	-30.2952	2.007245	1.057184	0.068295	4	-0.03353	-0.24304	-0.85767	0.639811	0.119141	-0.89478	"33.99"	"development.unspecified"	NA	NA	NA	NA	-2.53949039853726	59.4761454903498	28.5367524968549
"245405_at"	"At4g17150"	0.015269	0.015269	0.037529	0.690023	7e-05	12.1629	5.54802	0.9934	6e-04	0.0148	-1.14297	-1.14342	-1.11532	-1.30792	-1.00635	0.505331	0.382789	0.480018	0.421636	0.426179	0.516249	5.273331	-20.2553	-24.2499	-18.3271	-17.4471	1.077368	1.704028	1.021008	0.607232	7	-0.9847	-1.38538	-1.05884	-1.24593	-1.23047	-0.95386	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	7.54784195592664	-16.5624115678634	11.3352264563506
"245415_at"	"At4g17330"	0.008696	0.008696	0.027196	0.756368	3.81242	19.3556	3.94493	0.0686	9.999e-05	0.0405	1.7036	1.625244	1.665446	1.51886	1.80896	3.368903	3.00635	3.411741	2.986826	2.731526	3.598541	-1.25559	-11.8822	-10.7618	-16.999	-24.0935	-8.54753	1.436547	1.282367	0.584033	1	1.752279	1.588013	1.770508	1.578613	1.449707	1.847412	"35.1.2"	"not assigned.no ontology.agenet domain-containing protein"	NA	NA	NA	NA	5.47521045706576	-11.3412882472425	-9.14145059623795
"245426_at"	"At4g17540"	0.027582	0.027582	0.345647	0.939201	4.82548	118.141	3.37989	0.0431	9.999e-05	0.0597	0.034926	-0.12207	-0.07756	-0.66425	0.611084	1.052553	0.692248	1.475826	0.853226	0.575206	1.580789	-28.6804	-53.0942	-34.2316	-46.0253	-63.6127	-32.5846	1.39654	1.431917	0.386067	7	0.073893	-0.53064	0.561523	-0.229	-0.79785	0.660645	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	7.11215278765924	-18.9374786827837	-16.9075244709988
"245433_at"	"At4g17110"	0.039017	0.039017	0.070573	0.578774	5.41167	7.84491	0.51933	0.0335	0.0042	0.6046	1.006904	0.809163	1.08488	0.957703	0.681519	2.31227	2.12869	1.648822	1.945915	1.772074	1.560061	40.23768	29.10367	-7.93938	24.73333	13.59009	-8.93365	0.846586	1.116547	0.239917	4	1.20931	1.089966	0.721436	0.960449	0.825439	0.641602	"35.1.19"	"not assigned.no ontology.C2 domain-containing protein"	NA	NA	NA	NA	-5.38329789389031	-15.8439542094997	-16.7528386002659
"245492_at"	"At4g16340"	0.022447	0.022447	0.208256	0.917877	0.51975	83.634	5.28413	0.4814	9.999e-05	0.0173	-0.45951	-0.506	-0.35946	-1.0191	-0.0697	0.741922	0.554043	0.935656	0.818895	0.439434	0.970325	-20.7056	-40.7856	-25.3233	-15.6061	-54.7127	-46.3381	0.582666	2.213399	0.202726	5	-0.43066	-0.85193	-0.09595	-0.28825	-1.18628	-0.04346	"31.1"	"cell.organisation"	NA	NA	NA	NA	3.70531477380575	10.3748102900305	-20.6859395389888
"245501_at"	"At4g15620"	0.028908	0.028908	0.797436	0.97238	9.88802	275.111	1.97877	0.0063	9.999e-05	0.1706	0.706448	0.476373	0.137451	-0.1131	1.749878	1.243821	0.934153	3.739465	0.972736	0.915144	3.024977	-66.738	-75.0191	-24.8966	-67.8432	-69.7471	-5.92065	1.673645	0.092451	1.664647	7	0.314779	-0.09827	1.902832	-0.03988	-0.12793	1.596924	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-19.1066903955512	-21.7945347441473	-2.03489150064283
"245514_at"	"At4g15805"	0.069528	0.069528	0.461594	0.885238	0.37763	53.9005	7.16873	0.5475	9.999e-05	0.006	-1.61899	-1.68872	-1.32088	-1.18756	-2.45313	0.329372	0.512722	0.204331	0.486479	0.375952	0.163206	61.19534	150.9274	55.66666	198.076	130.3536	-22.7198	1.725399	1.539507	0.994591	4	-1.60221	-0.96375	-2.29102	-1.03955	-1.41138	-2.61523	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-20.1266572375215	47.698954373778	-26.6752743201969
"245517_at"	"At4g15840"	0.019884	0.019884	0.260578	0.941861	5.47567	125.311	2.00564	0.0326	9.999e-05	0.167	-0.89666	-1.03866	-0.72469	-0.56451	-1.61377	0.66908	0.711971	0.325308	0.547287	0.642194	0.328185	105.6755	118.8603	6.410462	66.76193	95.6805	17.34123	1.641219	0.809512	0.045627	4	-0.57975	-0.49011	-1.62012	-0.86963	-0.63892	-1.60742	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	0.884392637131586	-18.2030549411132	-9.80053962872083
"245532_at"	"At4g15110"	0.01881	0.01881	0.043575	0.67111	5.74419	10.3078	3.23015	0.0291	0.0013	0.0663	1.975844	1.834391	2.103597	1.813782	1.797974	4.572661	3.893479	3.418677	4.039453	3.174444	3.53696	33.75529	13.88849	-14.8531	14.20691	-10.2494	-21.414	0.886902	2.105462	0.207783	5	2.193034	1.96106	1.773438	2.01416	1.666504	1.82251	"26.10"	"misc.cytochrome P450"	NA	NA	NA	NA	3.4599056886626	-11.6607813262343	-18.4676737693975
"245543_at"	"At4g15260"	0.089941	0.089941	0.389552	0.824088	11.6169	30.5378	0.73522	0.0036	9.999e-05	0.4949	-2.41844	-1.97857	-1.98999	-1.74005	-2.86548	0.225049	0.238531	0.121929	0.281598	0.375699	0.15442	84.57408	95.63168	5.99087	82.35882	143.2972	33.41677	0.687879	2.153842	0.894251	4	-2.15169	-2.06775	-3.03589	-1.82829	-1.41235	-2.69507	"26.2"	"misc.UDP glucosyl and glucoronyl transferases"	NA	NA	NA	NA	26.647475169976	25.1274166959196	57.5053137747295
"245565_at"	"At4g14605"	0.014782	0.014782	0.025979	0.56648	0.01146	3.27874	7.15711	0.9161	0.0641	0.006	-0.67631	-0.67071	-0.69002	-0.742	-0.5885	0.583442	0.655869	0.640349	0.65852	0.545069	0.690666	-8.88693	2.42373	12.41387	-4.65429	-21.0807	-17.2283	1.010388	2.167297	0.652767	7	-0.77734	-0.60852	-0.64307	-0.6027	-0.87549	-0.53394	"27.3.99"	"RNA.regulation of transcription.unclassified"	NA	NA	NA	NA	7.85774632270841	12.8681171393215	-16.893617475441
"245569_at"	"At4g14660"	0.028015	0.028015	0.240368	0.9112	0.31935	77.8461	3.80837	0.5798	9.999e-05	0.0444	-0.49152	-0.45082	-0.54517	-0.95306	0.084717	0.745779	0.49499	0.974767	0.62975	0.539016	1.153725	-23.4916	-49.2197	-33.6278	-45.416	-53.2804	-14.4079	1.030644	0.502489	1.246944	7	-0.42318	-1.01453	-0.03687	-0.66715	-0.8916	0.206299	"27.2"	"RNA.transcription"	NA	NA	NA	NA	18.35905400983	-15.5580942879861	8.89432109739592
"245578_at"	"At4g14790"	0.043467	0.043467	0.058989	0.438582	6.75108	1.15456	2.21328	0.0194	0.3401	0.1417	-1.76423	-1.99734	-1.97713	-1.85663	-1.80859	0.296832	0.302555	0.284072	0.217338	0.251996	0.286874	4.491819	6.506391	1.92797	-24.2394	-12.1582	15.94656	1.750452	1.033866	0.034012	1	-1.75228	-1.72473	-1.81567	-2.20199	-1.98853	-1.80151	"27.1"	"RNA.processing"	NA	NA	NA	NA	0.986369652764097	-26.7808053040103	-16.7106807026822
"245593_at"	"At4g14550"	0.099506	0.099506	0.654828	0.884223	13.4305	53.1294	1.46214	0.0021	9.999e-05	0.2611	-2.06257	-2.56005	-2.06942	-3.22278	-1.64172	0.296631	0.135497	0.341325	0.191368	0.084677	0.300895	-13.0945	-60.3028	-54.3214	-36.4004	-71.8583	-55.7518	1.586543	2.108465	0.369777	5	-1.75326	-2.88367	-1.55078	-2.38558	-3.56189	-1.73267	"27.3.40"	"RNA.regulation of transcription.Aux/IAA family"	NA	NA	NA	NA	-11.8450157474548	-35.4861764279526	-37.5063654545857
"245597_at"	"At4g14190"	0.020484	0.020484	0.049621	0.685481	4.2225	7.92065	8.08872	0.0566	0.0041	0.0037	-0.60217	-0.72873	-0.712	-0.77985	-0.50452	0.697599	0.624672	0.656037	0.534233	0.543044	0.757396	6.335255	-4.78109	-10.4541	-29.4646	-28.3012	1.64928	2.339399	1.199178	1.241642	1	-0.51953	-0.67883	-0.60815	-0.90446	-0.88086	-0.40088	"35.1.5"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	NA	NA	NA	NA	15.450195644453	-23.4183248542501	-13.0673377388454
"245618_at"	"At4g14510"	0.028494	0.028494	0.111225	0.80481	2.22067	28.0591	3.91193	0.1556	9.999e-05	0.0414	-0.68933	-0.79758	-0.63826	-1.10126	-0.49084	0.681729	0.51857	0.674612	0.6055	0.418956	0.750633	1.054951	-23.1307	-23.9331	-19.3347	-44.1863	-30.8083	0.633677	1.694324	0.667223	5	-0.55273	-0.94739	-0.56787	-0.7238	-1.25513	-0.41382	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	11.2688478710726	-11.1817159017733	-19.2093642131246
"245621_at"	"At4g14070"	0.016559	0.016559	0.47919	0.973671	0.30289	289.858	5.76649	0.5897	9.999e-05	0.013	0.741387	0.71091	1.065837	1.283752	-0.17114	2.068382	2.678655	0.843319	2.118688	2.212989	0.935338	145.267	217.6326	29.50484	126.5157	136.5977	4.450906	0.127426	2.096874	0.920503	4	1.048503	1.421509	-0.24585	1.083171	1.145996	-0.09644	"11.1.8"	"lipid metabolism.FA synthesis and FA elongation.acyl coa ligase"	NA	NA	NA	NA	10.9115293263878	2.43214261195466	-17.3843216091658
"245632_at"	"At1g25290"	0.050349	0.050349	0.068466	0.439705	5.33847	2.57008	0.97872	0.0345	0.1077	0.3972	-0.4189	-0.64201	-0.37964	-0.55878	-0.65295	0.829026	0.775098	0.65128	0.712632	0.594604	0.621032	27.29185	19.01142	-6.50507	14.74967	-4.2556	-16.5624	0.600496	1.54781	0.173125	5	-0.27051	-0.36755	-0.61865	-0.48877	-0.75	-0.68726	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-4.64439258076403	-14.0398491724023	-23.2866037584925
"245633_at"	"At1g25280"	0.005901	0.005901	0.019142	0.765116	0.46444	19.7317	6.21521	0.5053	9.999e-05	0.0101	0.403632	0.426161	0.534424	0.431213	0.279053	1.399296	1.300026	1.272491	1.499152	1.398507	1.157048	9.965045	2.163793	-7.0943	29.56697	20.86847	-6.71351	0.878058	1.153079	1.648411	4	0.484701	0.37854	0.347656	0.584147	0.483887	0.210449	"27.3"	"RNA.regulation of transcription"	"31.1"	"cell.organisation"	NA	NA	-9.07220561874308	7.13615989754848	7.5753100322609
"245635_at"	"At1g25250"	0.078256	0.078256	0.127131	0.531009	6.30771	1.67816	3.37188	0.0231	0.218	0.06	-2.63866	-2.941	-2.65031	-2.92645	-2.79272	0.154569	0.167331	0.160087	0.164148	0.103401	0.130093	-3.4472	4.525142	8.256976	26.17709	-20.518	-37.0076	0.149303	2.53807	0.824668	5	-2.69368	-2.57922	-2.64307	-2.60693	-3.27368	-2.94238	"27.3.11"	"RNA.regulation of transcription.C2H2 zinc finger family"	NA	NA	NA	NA	-18.7360622661428	6.19723230401955	-38.2057120318411
"245637_at"	"At1g25230"	0.057323	0.057323	0.794684	0.945041	1.97484	131.97	4.15548	0.1791	9.999e-05	0.0352	0.677314	0.532525	1.226318	1.136047	-0.54761	2.208251	2.654288	0.697715	2.478957	1.819788	0.670854	216.4975	280.4258	20.19868	269.5227	171.2645	-26.5906	0.391438	2.268659	0.12942	4	1.142904	1.408325	-0.51929	1.309733	0.86377	-0.57593	"26.13"	"misc.acid and other phosphatases"	NA	NA	NA	NA	-3.849852733566	12.2588419522962	-31.4396930551621
"245639_at"	"At1g25260"	0.013051	0.013051	0.648304	0.984662	2.57214	507.016	5.90951	0.1283	9.999e-05	0.012	2.243259	2.164415	1.830811	1.529114	3.251587	3.982888	2.809583	9.484719	3.17731	2.964669	9.563694	-58.0073	-70.3778	-29.4587	-66.7774	-69.0008	-6.6925	2.523682	0.454021	0.053489	7	1.993815	1.490356	3.245605	1.667806	1.567871	3.257568	"29.2.1.2.2.80"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P0"	NA	NA	NA	NA	0.832655137173803	-20.2259767284443	5.51989387749001
"245642_at"	"At1g25275"	0.00586	0.00586	0.021307	0.790476	3.98958	13.4183	14.7105	0.0631	4e-04	2e-04	3.782104	3.8479	3.803467	3.919495	3.722046	13.66545	13.75477	13.85171	14.26564	16.64629	12.57163	-1.34466	-0.69984	0.653616	13.47488	32.41155	16.68798	0.473813	3.957937	1.699867	6	3.772461	3.78186	3.791992	3.834473	4.057129	3.6521	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-9.24131388832137	4.39202514370181	21.021943660272
"245657_at"	"At1g56720"	0.037559	0.037559	0.189143	0.848703	30.6957	20.9113	6.97516	9.999e-05	9.999e-05	0.0066	-0.75815	-1.22021	-0.77303	-1.3609	-0.83362	0.637249	0.530017	0.611956	0.537375	0.286001	0.514506	4.133192	-13.3897	-16.8274	4.444752	-44.4126	-46.7782	0.854808	5.131049	1.062692	5	-0.65007	-0.91589	-0.7085	-0.896	-1.80591	-0.95874	"29.4.1.55"	"protein.postranslational modification.kinase.receptor like cytoplasmatic kinase V"	NA	NA	NA	NA	-15.924347502108	-15.672680537749	-46.0392779854231
"245678_at"	"At1g56610"	0.04593	0.04593	0.216848	0.838622	3.14105	36.5674	3.73323	0.0954	9.999e-05	0.0467	-1.60082	-1.43736	-1.70321	-0.99213	-1.86194	0.271277	0.450541	0.293205	0.34766	0.56098	0.258125	-7.47854	53.66089	66.08134	34.68694	117.3289	61.35855	1.239373	1.2738	0.61494	2	-1.88216	-1.15027	-1.77002	-1.52425	-0.83398	-1.95386	"31.4"	"cell.vesicle transport"	NA	NA	NA	NA	-11.9643253014103	28.1568286290397	24.5125304911207
"245682_at"	"At5g08750"	0.019981	0.019981	0.038017	0.599559	10.5675	4.72644	2.86028	0.005	0.0244	0.0867	-0.408	-0.60574	-0.43449	-0.45038	-0.63574	0.852357	0.76571	0.655924	0.642376	0.699487	0.631524	29.9476	16.73766	-10.1656	1.718352	10.76177	8.890644	2.560687	0.67744	0.227799	4	-0.23047	-0.38513	-0.6084	-0.63851	-0.51563	-0.66309	"29.5.11.4.2"	"protein.degradation.ubiquitin.E3.RING"	NA	NA	NA	NA	-3.71994316414706	-24.6353347247691	-8.64857452560369
"245683_at"	"At5g22030"	0.018903	0.018903	0.060443	0.761717	7.27655	15.1733	6.89276	0.0159	2e-04	0.0069	-0.26111	-0.42071	-0.30184	-0.5473	-0.17358	0.871613	0.782873	0.851495	0.755006	0.598134	0.923235	2.362692	-8.05902	-10.1812	-18.2217	-35.2133	-20.7776	1.078177	2.980943	0.606483	1	-0.19824	-0.35315	-0.23193	-0.40544	-0.74146	-0.11523	"29.5.11.5"	"protein.degradation.ubiquitin.ubiquitin protease"	NA	NA	NA	NA	8.42518159237577	-13.3782997729497	-23.59756946529
"245686_at"	"At5g22060"	0.013569	0.013569	0.092915	0.888732	47.0949	28.3985	11.3911	9.999e-05	9.999e-05	8e-04	1.329685	1.673692	1.463623	1.303284	1.738159	2.456406	1.986003	3.254954	3.096626	3.066725	3.419255	-24.5333	-38.9852	-19.15	-9.43566	-10.3101	-0.96558	2.540315	5.977183	0.3967	7	1.296549	0.989868	1.702637	1.630697	1.616699	1.773682	"20.2.1"	"stress.abiotic.heat"	NA	NA	NA	NA	5.04772110450716	26.063281069986	54.4169369331265
"245694_at"	"At5g04170"	0.042727	0.042727	0.270298	0.879564	10.8286	49.9302	3.27446	0.0046	9.999e-05	0.0643	-0.43179	-0.13908	-0.28996	0.233215	-0.79956	0.717067	0.9868	0.575788	0.932968	1.400164	0.573263	24.53662	71.38252	37.61617	62.74689	144.2445	50.07628	1.410244	2.485479	0.015069	4	-0.47982	-0.01917	-0.79639	-0.1001	0.485596	-0.80273	"30.3"	"signalling.calcium"	NA	NA	NA	NA	-0.438529458759127	30.1089019575577	41.8893392784759
"245709_at"	"At5g04320"	0.058467	0.058467	0.61715	0.927819	4.86141	98.7343	2.11036	0.0424	9.999e-05	0.1537	-0.74491	-0.97434	-0.94588	-1.66327	0.030273	0.615487	0.342917	1.006621	0.437826	0.290685	1.036001	-38.8562	-65.9339	-44.2853	-57.7388	-71.9416	-33.6071	1.616004	0.739277	0.090825	7	-0.7002	-1.54407	0.009521	-1.19157	-1.78247	0.051025	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	2.91867544984656	-28.8651100673126	-15.2316741368903
"245712_at"	"At5g04360"	0.013639	0.013639	0.419407	0.975223	5.99569	306.043	5.86185	0.0262	9.999e-05	0.0123	0.187514	0.064453	0.41805	0.6651	-0.7052	1.403406	1.767432	0.595408	1.272061	1.422615	0.631848	135.7049	196.844	25.93882	101.3238	125.1513	11.83541	0.805375	2.7956	0.501903	4	0.488932	0.821655	-0.74805	0.347168	0.508545	-0.66235	"2.1.2.4"	"major CHO metabolism.synthesis.starch.debranching"	NA	NA	NA	NA	6.12017305780237	-9.35901656398788	-19.5094917371644
"245718_at"	"At5g04100"	0.00923	0.00923	0.0234	0.699476	25.39	3.37987	2.27174	1e-04	0.0597	0.1354	-0.59257	-0.80089	-0.73136	-0.73566	-0.62317	0.646665	0.66921	0.673925	0.561042	0.538923	0.625465	-4.04499	-0.6997	3.486315	-10.3	-13.8364	-3.94251	1.724386	3.527553	0.8776	1	-0.62891	-0.57947	-0.56934	-0.83382	-0.89185	-0.677	"28.1"	"DNA.synthesis/chromatin structure"	NA	NA	NA	NA	-7.19071113254441	-13.2407042286191	-19.4687766172054
"245730_at"	"At1g73470"	0.016419	0.016419	0.392868	0.968158	2.02903	237.408	4.79083	0.1735	9.999e-05	0.0234	0.566257	0.487712	0.917074	0.959534	-0.29565	1.938248	2.141698	0.782011	1.839604	1.765789	0.848761	147.8544	173.8707	10.4966	116.7399	108.0432	-4.01253	0.317184	2.137959	0.676472	4	0.954753	1.098755	-0.35474	0.879395	0.820313	-0.23657	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	8.53568555941029	-5.08933841283468	-17.5519144155712
"245731_at"	"At1g73500"	0.064609	0.064609	0.317932	0.845168	18.1031	32.4428	2.25252	6e-04	9.999e-05	0.1374	-0.84591	-0.38051	-0.6451	-0.086	-1.10852	0.531407	0.74035	0.437729	0.769456	1.198906	0.491359	21.40097	69.13439	39.3188	56.59737	143.9979	55.81229	1.689811	2.86675	0.434951	6	-0.91211	-0.43372	-1.19189	-0.37809	0.261719	-1.02515	"30.6"	"signalling.MAP kinases"	NA	NA	NA	NA	12.2518727340432	44.7959849983158	61.9377321537111
"245739_at"	"At1g44110"	0.073708	0.073708	3.467733	0.983805	13.672	476.578	3.59543	0.002	9.999e-05	0.0513	-0.75726	-1.18925	-1.57772	-2.71228	1.370239	0.448171	0.175451	2.633485	0.250423	0.132705	2.537673	-82.9818	-93.3377	-60.8517	-90.1318	-94.7706	-47.0075	2.792291	1.28314	0.10558	7	-1.15788	-2.51086	1.396973	-1.99756	-2.9137	1.343506	"31.3"	"cell.cycle"	NA	NA	NA	NA	-3.63822083664802	-44.1233368513358	-24.3634975007267
"245748_at"	"At1g51140"	0.02804	0.02804	0.181467	0.882272	18.142	45.2587	4.38525	6e-04	9.999e-05	0.0303	0.53677	0.229845	0.383382	0.781555	-0.01501	1.358234	2.116477	1.062096	1.252693	1.396141	0.922141	27.88242	99.27366	55.82568	35.84609	51.40208	11.45119	0.391522	3.943644	0.981301	4	0.441732	1.081665	0.086914	0.325033	0.481445	-0.11694	"27.3.6"	"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family"	NA	NA	NA	NA	-13.1772457480303	-7.77045781507457	-34.0346717682262
"245760_s_at"	"At1g66920"	0.094741	0.094741	2.85039	0.974676	0.08392	301.164	6.60701	0.7758	9.999e-05	0.0081	-1.38783	-1.4262	-0.59513	-0.03473	-3.59119	0.599994	0.879838	0.10571	0.730375	1.083151	0.065129	467.5864	732.3152	46.64115	1021.424	1563.078	48.30056	0.559693	0.727787	2.263012	4	-0.73698	-0.18469	-3.24182	-0.45329	0.115234	-3.94055	"30.2.20"	"signalling.receptor kinases.wheat LRK10 like"	NA	NA	NA	NA	-38.3889887427869	21.7303839705064	23.1080039734587
